type,timestamp,imu_quat,imu_gyro,imu_accel,imu_rpy,foot_force
StateB,707,"[0.967774,-0.007402,0.015272,0.251250]","[0.004312,0.017032,0.015139]","[-0.538695,-0.158017,9.732430]",not_valid,not_valid
StateB,1850,"[0.967772,-0.007404,0.015265,0.251257]","[-0.001087,-0.007454,0.015053]","[-0.100556,-0.136469,9.797073]",not_valid,not_valid
StateB,2973,"[0.967777,-0.007400,0.015261,0.251236]","[0.008551,0.009562,-0.013709]","[-0.165200,-0.021548,9.861717]",not_valid,not_valid
StateB,3210,"[0.967781,-0.007410,0.015272,0.251221]","[-0.025503,0.021381,-0.007358]","[-0.122104,0.028730,9.682152]",not_valid,not_valid
StateB,3360,"[0.967782,-0.007409,0.015279,0.251217]","[0.008563,0.013823,0.010941]","[-0.287304,-0.100556,9.725247]",not_valid,not_valid
StateB,3563,"[0.967779,-0.007403,0.015272,0.251229]","[0.009546,-0.013877,-0.001310]","[-0.208296,-0.114922,9.825804]",not_valid,not_valid
StateB,4847,"[0.967779,-0.007414,0.015277,0.251230]","[-0.017006,0.012834,0.011937]","[-0.380678,-0.086191,9.789890]",not_valid,not_valid
StateB,6756,"[0.967777,-0.007407,0.015270,0.251237]","[0.002134,0.001059,0.018973]","[-0.193930,-0.100556,9.689334]",not_valid,not_valid
StateB,8175,"[0.967778,-0.007411,0.015265,0.251232]","[-0.009584,0.001093,-0.007005]","[-0.380678,-0.237026,9.689334]",not_valid,not_valid
StateB,10107,"[0.967778,-0.007407,0.015266,0.251234]","[0.011743,0.008488,0.021757]","[-0.208296,-0.057461,9.710882]",not_valid,not_valid
StateB,12187,"[0.967769,-0.007412,0.015268,0.251267]","[-0.010646,0.002162,0.008572]","[-0.344765,-0.057461,9.789890]",not_valid,not_valid
StateB,14170,"[0.967771,-0.007407,0.015259,0.251260]","[0.004271,0.003183,0.002066]","[-0.172383,-0.122104,9.739613]",not_valid,not_valid
StateB,16097,"[0.967773,-0.007410,0.015265,0.251252]","[-0.007422,0.011740,0.004586]","[-0.416591,-0.143652,9.768343]",not_valid,not_valid
StateB,18114,"[0.967773,-0.007414,0.015260,0.251252]","[-0.008544,-0.007432,-0.003939]","[-0.186748,-0.050278,9.782708]",not_valid,not_valid
StateB,20150,"[0.967777,-0.007413,0.015246,0.251238]","[0.003174,-0.007466,0.001586]","[-0.330400,-0.071826,9.746795]",not_valid,not_valid
StateB,22254,"[0.967777,-0.007408,0.015268,0.251237]","[0.008600,0.026606,-0.004805]","[-0.330400,-0.093374,9.746795]",not_valid,not_valid
StateB,24497,"[0.967772,-0.007417,0.015267,0.251256]","[0.001072,0.002127,0.010961]","[-0.193930,-0.093374,9.775525]",not_valid,not_valid
StateB,26141,"[0.967774,-0.007430,0.015268,0.251247]","[-0.014882,0.010696,-0.001151]","[-0.114922,-0.021548,9.768343]",not_valid,not_valid
StateB,28149,"[0.967775,-0.007429,0.015259,0.251243]","[-0.015950,0.009635,-0.014661]","[-0.201113,-0.107739,9.753978]",not_valid,not_valid
StateB,30139,"[0.967774,-0.007421,0.015254,0.251247]","[0.022351,-0.006458,0.001304]","[-0.251391,-0.114922,9.746795]",not_valid,not_valid
