/h1_2/pelvis/left_hip_yaw_joint, /h1_2/left_hip_yaw_link/left_hip_pitch_joint, /h1_2/left_hip_pitch_link/left_hip_roll_joint, /h1_2/left_hip_roll_link/left_knee_joint, /h1_2/left_knee_link/left_ankle_pitch_joint, /h1_2/left_ankle_pitch_link/left_ankle_roll_joint, /h1_2/pelvis/right_hip_yaw_joint, /h1_2/right_hip_yaw_link/right_hip_pitch_joint, /h1_2/right_hip_pitch_link/right_hip_roll_joint, /h1_2/right_hip_roll_link/right_knee_joint, /h1_2/right_knee_link/right_ankle_pitch_joint, /h1_2/right_ankle_pitch_link/right_ankle_roll_joint, /h1_2/pelvis/torso_joint, /h1_2/torso_link/left_shoulder_pitch_joint, /h1_2/left_shoulder_pitch_link/left_shoulder_roll_joint, /h1_2/left_shoulder_roll_link/left_shoulder_yaw_joint, /h1_2/left_shoulder_yaw_link/left_elbow_joint, /h1_2/left_elbow_link/left_wrist_roll_joint, /h1_2/torso_link/right_shoulder_pitch_joint, /h1_2/right_shoulder_pitch_link/right_shoulder_roll_joint, /h1_2/right_shoulder_roll_link/right_shoulder_yaw_joint, /h1_2/right_shoulder_yaw_link/right_elbow_joint, /h1_2/right_elbow_link/right_wrist_roll_joint
24.637184, -0.51539105, -1.822809, -3.7559814, 20.860338, 0.0, -24.637184, -2.3794475, -1.3109508, -1.6695193, 15.665881, 0.0, -2.7740018, 0.41466156, 8.335609, 15.926307, 70.840645, 0.0, -0.7706173, -10.645426, -19.041136, 61.49475, 0.0
24.637184, -0.5361514319999999, -1.8249479199999998, -3.75234544, 20.873072399999998, 0.0, -24.637184, -2.391993, -1.30083174, -1.66503122, 15.6926428, 0.0, -2.76037476, 0.409683908, 8.3180626, 15.916508799999999, 70.84047799999999, 0.0, -0.786476894, -10.6408968, -19.0276082, 61.480077400000006, 0.0
24.637184, -0.556911814, -1.82708684, -3.74870948, 20.885806799999997, 0.0, -24.637184, -2.4045385, -1.29071268, -1.66054314, 15.7194046, 0.0, -2.74674772, 0.404706256, 8.3005162, 15.9067106, 70.840311, 0.0, -0.802336488, -10.6363676, -19.0140804, 61.4654048, 0.0
24.637184, -0.577672196, -1.82922576, -3.74507352, 20.8985412, 0.0, -24.637184, -2.417084, -1.28059362, -1.65605506, 15.7461664, 0.0, -2.73312068, 0.399728604, 8.2829698, 15.8969124, 70.840144, 0.0, -0.8181960819999999, -10.631838400000001, -19.0005526, 61.450732200000004, 0.0
24.637184, -0.598432578, -1.83136468, -3.74143756, 20.9112756, 0.0, -24.637184, -2.4296295000000003, -1.27047456, -1.65156698, 15.7729282, 0.0, -2.71949364, 0.394750952, 8.265423400000001, 15.887114200000001, 70.839977, 0.0, -0.834055676, -10.627309200000001, -18.9870248, 61.4360596, 0.0
24.637184, -0.61919296, -1.8335036, -3.7378016, 20.92401, 0.0, -24.637184, -2.442175, -1.2603555, -1.6470789, 15.79969, 0.0, -2.7058666, 0.3897733, 8.247877, 15.877316, 70.83981, 0.0, -0.84991527, -10.62278, -18.973497, 61.421387, 0.0
24.637184, -0.652616122, -1.83242106, -3.7338974, 20.9395998, 0.0, -24.637184, -2.46346394, -1.23798026, -1.6311824799999999, 15.8489436, 0.0, -2.6927425599999997, 0.380843536, 8.2490114, 15.8673, 70.836838, 0.0, -0.867067436, -10.619268, -18.955457, 61.398617, 0.0
24.637184, -0.686039284, -1.83133852, -3.7299932, 20.9551896, 0.0, -24.637184, -2.4847528800000003, -1.21560502, -1.6152860599999999, 15.8981972, 0.0, -2.67961852, 0.371913772, 8.2501458, 15.857284, 70.833866, 0.0, -0.884219602, -10.615756, -18.937417, 61.375847, 0.0
24.637184, -0.719462446, -1.83025598, -3.726089, 20.970779399999998, 0.0, -24.637184, -2.50604182, -1.19322978, -1.59938964, 15.947450799999999, 0.0, -2.66649448, 0.362984008, 8.2512802, 15.847268, 70.830894, 0.0, -0.901371768, -10.612244, -18.919376999999997, 61.353077000000006, 0.0
24.637184, -0.7528856079999999, -1.8291734400000002, -3.7221848, 20.9863692, 0.0, -24.637184, -2.5273307600000003, -1.1708545399999999, -1.58349322, 15.996704399999999, 0.0, -2.65337044, 0.354054244, 8.2524146, 15.837252, 70.827922, 0.0, -0.918523934, -10.608732, -18.901336999999998, 61.330307000000005, 0.0
24.637184, -0.78630877, -1.8280909, -3.7182806, 21.001959, 0.0, -24.637184, -2.5486197, -1.1484793, -1.5675968, 16.045958, 0.0, -2.6402464, 0.34512448, 8.253549, 15.827236, 70.82495, 0.0, -0.9356761, -10.60522, -18.883297, 61.307537, 0.0
24.637184, -0.810743016, -1.8238140200000001, -3.72067668, 21.0105722, 0.0, -24.637184, -2.57600916, -1.12664264, -1.5392171000000001, 16.0930122, 0.0, -2.6282478400000002, 0.337833218, 8.2631114, 15.8142222, 70.818392, 0.0, -0.94154581, -10.6144482, -18.875144199999998, 61.295417, 0.0
24.637184, -0.835177262, -1.81953714, -3.72307276, 21.019185399999998, 0.0, -24.637184, -2.60339862, -1.10480598, -1.5108374, 16.1400664, 0.0, -2.61624928, 0.330541956, 8.2726738, 15.8012084, 70.811834, 0.0, -0.9474155200000001, -10.623676399999999, -18.8669914, 61.283297000000005, 0.0
24.637184, -0.859611508, -1.81526026, -3.72546884, 21.0277986, 0.0, -24.637184, -2.63078808, -1.08296932, -1.4824577, 16.1871206, 0.0, -2.60425072, 0.323250694, 8.2822362, 15.788194599999999, 70.80527599999999, 0.0, -0.95328523, -10.6329046, -18.8588386, 61.271177, 0.0
24.637184, -0.884045754, -1.81098338, -3.72786492, 21.0364118, 0.0, -24.637184, -2.65817754, -1.06113266, -1.454078, 16.234174799999998, 0.0, -2.5922521599999997, 0.31595943200000004, 8.2917986, 15.7751808, 70.798718, 0.0, -0.95915494, -10.642132799999999, -18.8506858, 61.259057000000006, 0.0
24.637184, -0.90848, -1.8067065, -3.730261, 21.045025, 0.0, -24.637184, -2.685567, -1.039296, -1.4256983, 16.281229, 0.0, -2.5802536, 0.30866817, 8.301361, 15.762167, 70.79216, 0.0, -0.96502465, -10.651361, -18.842533, 61.246937, 0.0
24.637184, -0.9069931999999999, -1.7999733, -3.734737, 21.042884, 0.0, -24.637184, -2.71722634, -1.0330359, -1.3813277800000001, 16.3078682, 0.0, -2.56316948, 0.31163505, 8.3046986, 15.737713, 70.781658, 0.0, -0.95949218, -10.6753114, -18.8517292, 61.251858600000006, 0.0
24.637184, -0.9055063999999999, -1.7932401, -3.739213, 21.040743, 0.0, -24.637184, -2.74888568, -1.0267758, -1.3369572600000001, 16.3345074, 0.0, -2.5460853599999997, 0.31460193000000003, 8.3080362, 15.713258999999999, 70.77115599999999, 0.0, -0.95395971, -10.6992618, -18.8609254, 61.2567802, 0.0
24.637184, -0.9040196, -1.7865069, -3.7436890000000003, 21.038602, 0.0, -24.637184, -2.78054502, -1.0205157, -1.29258674, 16.3611466, 0.0, -2.52900124, 0.31756881, 8.3113738, 15.688805, 70.760654, 0.0, -0.94842724, -10.723212199999999, -18.8701216, 61.261701800000004, 0.0
24.637184, -0.9025328, -1.7797737, -3.748165, 21.036461, 0.0, -24.637184, -2.81220436, -1.0142556, -1.24821622, 16.3877858, 0.0, -2.5119171199999997, 0.32053569, 8.3147114, 15.664351, 70.750152, 0.0, -0.94289477, -10.7471626, -18.8793178, 61.2666234, 0.0
24.637184, -0.901046, -1.7730405, -3.752641, 21.03432, 0.0, -24.637184, -2.8438637, -1.0079955, -1.2038457, 16.414425, 0.0, -2.494833, 0.32350257, 8.318049, 15.639897, 70.73965, 0.0, -0.9373623, -10.771113, -18.888514, 61.271545, 0.0
24.637184, -0.889150708, -1.76938346, -3.7480876800000003, 21.0221348, 0.0, -24.637184, -2.887372, -1.01007644, -1.14031562, 16.4221554, 0.0, -2.47279582, 0.33280498399999997, 8.3139932, 15.5850112, 70.723296, 0.0, -0.93106706, -10.7849788, -18.8888676, 61.279837400000005, 0.0
24.637184, -0.877255416, -1.76572642, -3.74353436, 21.0099496, 0.0, -24.637184, -2.9308803, -1.01215738, -1.07678554, 16.4298858, 0.0, -2.45075864, 0.342107398, 8.3099374, 15.5301254, 70.706942, 0.0, -0.92477182, -10.798844599999999, -18.8892212, 61.2881298, 0.0
24.637184, -0.865360124, -1.76206938, -3.73898104, 20.9977644, 0.0, -24.637184, -2.9743885999999997, -1.01423832, -1.0132554599999999, 16.4376162, 0.0, -2.4287214599999998, 0.351409812, 8.3058816, 15.4752396, 70.690588, 0.0, -0.91847658, -10.8127104, -18.8895748, 61.2964222, 0.0
24.637184, -0.853464832, -1.75841234, -3.73442772, 20.9855792, 0.0, -24.637184, -3.0178968999999998, -1.0163192600000002, -0.9497253800000001, 16.4453466, 0.0, -2.40668428, 0.360712226, 8.3018258, 15.420353799999999, 70.674234, 0.0, -0.9121813400000001, -10.8265762, -18.8899284, 61.3047146, 0.0
24.637184, -0.84156954, -1.7547553, -3.7298744, 20.973394, 0.0, -24.637184, -3.0614052, -1.0184002, -0.8861953, 16.453077, 0.0, -2.3846471, 0.37001464, 8.29777, 15.365468, 70.65788, 0.0, -0.9058861, -10.840442, -18.890282, 61.313007, 0.0
24.637184, -0.839800224, -1.75453106, -3.70131386, 20.945887199999998, 0.0, -24.637184, -3.12673296, -1.01860346, -0.800634084, 16.4434492, 0.0, -2.35978588, 0.385375472, 8.2920552, 15.262986, 70.62735400000001, 0.0, -0.90271998, -10.8385726, -18.8651236, 61.3126286, 0.0
24.637184, -0.838030908, -1.75430682, -3.67275332, 20.9183804, 0.0, -24.637184, -3.1920607199999997, -1.01880672, -0.715072868, 16.4338214, 0.0, -2.33492466, 0.400736304, 8.2863404, 15.160504, 70.596828, 0.0, -0.89955386, -10.836703199999999, -18.839965199999998, 61.3122502, 0.0
24.637184, -0.8362615919999999, -1.75408258, -3.64419278, 20.8908736, 0.0, -24.637184, -3.25738848, -1.01900998, -0.6295116519999999, 16.424193600000002, 0.0, -2.31006344, 0.416097136, 8.2806256, 15.058022000000001, 70.56630200000001, 0.0, -0.89638774, -10.8348338, -18.8148068, 61.3118718, 0.0
24.637184, -0.834492276, -1.75385834, -3.61563224, 20.8633668, 0.0, -24.637184, -3.3227162399999997, -1.01921324, -0.543950436, 16.414565800000002, 0.0, -2.28520222, 0.431457968, 8.2749108, 14.955540000000001, 70.535776, 0.0, -0.89322162, -10.8329644, -18.789648399999997, 61.3114934, 0.0
24.637184, -0.83272296, -1.7536341, -3.5870717, 20.83586, 0.0, -24.637184, -3.388044, -1.0194165, -0.45838922, 16.404938, 0.0, -2.260341, 0.4468188, 8.269196, 14.853058, 70.50525, 0.0, -0.8900555, -10.831095, -18.76449, 61.311115, 0.0
24.637184, -0.878365568, -1.75411348, -3.49924982, 20.7904074, 0.0, -24.637184, -3.4834931399999998, -1.00235184, -0.34352555519999994, 16.4035084, 0.0, -2.2354704, 0.4710774, 8.2839024, 14.6769674, 70.430694, 0.0, -0.87860538, -10.825308399999999, -18.6937704, 61.287007, 0.0
