left_hip_yaw_joint, left_hip_pitch_joint, left_hip_roll_joint, left_knee_joint, left_ankle_pitch_joint, left_ankle_roll_joint, right_hip_yaw_joint, right_hip_pitch_joint, right_hip_roll_joint, right_knee_joint, right_ankle_pitch_joint, right_ankle_roll_joint, torso_joint, left_shoulder_pitch_joint, left_shoulder_roll_joint, left_shoulder_yaw_joint, left_elbow_joint, left_wrist_roll_joint, right_shoulder_pitch_joint, right_shoulder_roll_joint, right_shoulder_yaw_joint, right_elbow_joint, right_wrist_roll_joint
0.4297014057445279, -0.17028404330850042, 0.05474299549906349, 0.08601735663400292, 0.3496020853582486, 0.0, -0.4098328916990898, -0.09972376758911854, -0.05122703146625017, -0.03851603763408299, 0.3721730323108897, 0.0, -0.08196668829556085, -0.08235396289394437, 0.18649975776243954, 0.2660773643287127, 1.2674221490156912, 0.0, -0.08881782119463191, -0.09741207375886428, -0.35275175888627514, 1.2947978128661473, 0.0
0.4286066479712145, -0.1763410828138406, 0.05632219069928483, 0.09600301395225905, 0.34972023367663313, 0.0, -0.4057320137287264, -0.1036359423060856, -0.04909550622935005, -0.03170649767641621, 0.37384054431285463, 0.0, -0.07821575582153929, -0.08110456231665307, 0.18540253907488083, 0.2627622405689142, 1.2573881813328056, 0.0, -0.08574758353498312, -0.09676913530313405, -0.3436158713139544, 1.2848546023043652, 0.0
0.42751189019790103, -0.18239812231918076, 0.057901385899506184, 0.10598867127051517, 0.34983838199501766, 0.0, -0.40163113575836296, -0.10754811702305264, -0.04696398099244992, -0.024896957718749425, 0.37550805631481954, 0.0, -0.07446482334751772, -0.07985516173936177, 0.18430532038732206, 0.2594471168091156, 1.24735421364992, 0.0, -0.08267734587533429, -0.09612619684740385, -0.3344799837416336, 1.2749113917425836, 0.0
0.4264171324245877, -0.1884551618245209, 0.05948058109972753, 0.1159743285887713, 0.3499565303134022, 0.0, -0.3975302577879996, -0.11146029174001972, -0.0448324557555498, -0.01808741776108264, 0.3771755683167844, 0.0, -0.07071389087349615, -0.07860576116207049, 0.1832081016997633, 0.256131993049317, 1.2373202459670347, 0.0, -0.0796071082156855, -0.09548325839167363, -0.3253440961693128, 1.264968181180802, 0.0
0.4253223746512742, -0.19451220132986108, 0.06105977629994887, 0.12595998590702742, 0.35007467863178665, 0.0, -0.3934293798176361, -0.11537246645698676, -0.042700930518649684, -0.011277877803415855, 0.37884308031874936, 0.0, -0.06696295839947458, -0.07735636058477918, 0.18211088301220452, 0.2528168692895184, 1.2272862782841492, 0.0, -0.07653687055603668, -0.09484031993594343, -0.31620820859699206, 1.2550249706190202, 0.0
0.42422761687796073, -0.20056924083520128, 0.06263897150017021, 0.13594564322528355, 0.3501928269501712, 0.0, -0.3893285018472727, -0.11928464117395382, -0.04056940528174956, -0.00446833784574907, 0.3805105923207142, 0.0, -0.06321202592545302, -0.07610696000748787, 0.18101366432464575, 0.2495017455297198, 1.2172523106012636, 0.0, -0.07346663289638787, -0.0941973814802132, -0.3070723210246713, 1.2450817600572384, 0.0
0.41833722839091797, -0.21357743456838582, 0.06654258293369529, 0.15443320180292958, 0.3509922505794376, 0.0, -0.3795597962854223, -0.12724956466183132, -0.03513928361058945, 0.007053924799255385, 0.3821635901646196, 0.0, -0.05659708703779095, -0.07503346662764902, 0.17975023444176108, 0.2409308105642941, 1.1978196750832184, 0.0, -0.06961777907374903, -0.09329922527329312, -0.2892411856656223, 1.2254418492372268, 0.0
0.4124468399038752, -0.22658562830157034, 0.07044619436722037, 0.17292076038057555, 0.3517916742087041, 0.0, -0.3697910907235719, -0.13521448814970885, -0.029709161939429327, 0.01857618744425984, 0.3838165880085249, 0.0, -0.049982148150128886, -0.07395997324781019, 0.1784868045588764, 0.23235987559886837, 1.1783870395651734, 0.0, -0.06576892525111017, -0.09240106906637303, -0.2714100503065732, 1.2058019384172145, 0.0
0.40655645141683255, -0.23959382203475488, 0.07434980580074545, 0.19140831895822158, 0.3525910978379706, 0.0, -0.3600223851617216, -0.14317941163758635, -0.024279040268269218, 0.030098450089264296, 0.38546958585243024, 0.0, -0.04336720926246681, -0.07288647986797135, 0.17722337467599175, 0.22378894063344262, 1.1589544040471285, 0.0, -0.06192007142847129, -0.09150291285945293, -0.25357891494752416, 1.1861620275972027, 0.0
0.40066606292978973, -0.2526020157679394, 0.07825341723427051, 0.20989587753586764, 0.3533905214672371, 0.0, -0.3502536795998712, -0.15114433512546385, -0.0188489185971091, 0.04162071273426875, 0.3871225836963356, 0.0, -0.03675227037480474, -0.0718129864881325, 0.17595994479310706, 0.2152180056680169, 1.1395217685290835, 0.0, -0.05807121760583244, -0.09060475665253283, -0.23574777958847512, 1.1665221167771909, 0.0
0.394775674442747, -0.26561020950112396, 0.0821570286677956, 0.22838343611351364, 0.35418994509650353, 0.0, -0.3404849740380208, -0.15910925861334133, -0.013418796925948986, 0.0531429753792732, 0.3887755815402409, 0.0, -0.03013733148714267, -0.07073949310829365, 0.17469651491022237, 0.2066470707025912, 1.1200891330110383, 0.0, -0.05422236378319358, -0.08970660044561275, -0.21791664422942605, 1.146882205957179, 0.0
0.37951552426361623, -0.28353249293502913, 0.08537693773558087, 0.2521354194457113, 0.3541684600934115, 0.0, -0.3269656361987802, -0.17073269066470104, -0.0071800462005420194, 0.06597437703307452, 0.38424867219012415, 0.0, -0.018467065968766648, -0.06599956876643195, 0.17332903722398008, 0.19452786391456847, 1.095455706046706, 0.0, -0.05114250272711513, -0.08929258042177166, -0.19676251472284953, 1.1175058711851618, 0.0
0.36425537408448544, -0.3014547763689343, 0.08859684680336617, 0.27588740277790885, 0.35414697509031945, 0.0, -0.3134462983595396, -0.18235612271606078, -0.0009412954751350522, 0.07880577868687583, 0.37972176284000736, 0.0, -0.006796800450390624, -0.061259644424570256, 0.17196155953773776, 0.18240865712654578, 1.0708222790823738, 0.0, -0.048062641671036674, -0.08887856039793057, -0.17560838521627295, 1.0881295364131442, 0.0
0.34899522390535465, -0.31937705980283954, 0.09181675587115144, 0.2996393861101065, 0.35412549008722743, 0.0, -0.299926960520299, -0.19397955476742043, 0.005297455250271916, 0.09163718034067715, 0.3751948534898906, 0.0, 0.004873465067985405, -0.056519720082708544, 0.1705940818514954, 0.17028945033852305, 1.0461888521180416, 0.0, -0.04498278061495822, -0.08846454037408949, -0.15445425570969637, 1.058753201641127, 0.0
0.3337350737262239, -0.3372993432367447, 0.09503666493893673, 0.32339136944230407, 0.35410400508413536, 0.0, -0.28640762268105846, -0.20560298681878014, 0.011536205975678882, 0.10446858199447845, 0.3706679441397739, 0.0, 0.016543730586361424, -0.05177979574084685, 0.1692266041652531, 0.15817024355050033, 1.0215554251537093, 0.0, -0.041902919558879766, -0.0880505203502484, -0.13330012620311982, 1.0293768668691097, 0.0
0.31847492354709317, -0.3552216266706499, 0.098256574006722, 0.34714335277450165, 0.3540825200810433, 0.0, -0.2728882848418178, -0.21722641887013985, 0.01777495670108585, 0.11729998364827977, 0.3661410347896571, 0.0, 0.028213996104737443, -0.047039871398985134, 0.16785912647901077, 0.14605103676247763, 0.9969219981893769, 0.0, -0.038823058502801315, -0.08763650032640731, -0.11214599669654324, 1.0000005320970924, 0.0
0.2972988472233045, -0.36692070478244954, 0.09373419204068494, 0.37271222036736684, 0.35472060547425543, 0.0, -0.26276919396065407, -0.22488339471946625, 0.018751345546397336, 0.13539998697859854, 0.35619072771913673, 0.0, 0.045573020250187876, -0.034361235482457744, 0.16248582494412714, 0.1396384653109258, 0.9758560730853401, 0.0, -0.035345074928906484, -0.08991926672057314, -0.10016400455271968, 0.9631390281966563, 0.0
0.27612277089951576, -0.3786197828942492, 0.08921181007464786, 0.39828108796023204, 0.3553586908674676, 0.0, -0.2526501030794903, -0.23254037056879262, 0.019727734391708822, 0.1534999903089173, 0.3462404206486164, 0.0, 0.0629320443956383, -0.02168259956593035, 0.15711252340924348, 0.13322589385937397, 0.9547901479813033, 0.0, -0.031867091355011666, -0.09220203311473898, -0.08818201240889609, 0.9262775242962205, 0.0
0.2549466945757271, -0.39031886100604885, 0.08468942810861078, 0.42384995555309724, 0.3559967762606796, 0.0, -0.24253101219832657, -0.240197346418119, 0.02070412323702031, 0.1715999936392361, 0.336290113578096, 0.0, 0.08029106854108871, -0.009003963649402955, 0.15173922187435987, 0.12681332240782214, 0.9337242228772665, 0.0, -0.028389107781116835, -0.09448479950890483, -0.07620002026507253, 0.8894160203957845, 0.0
