/h1_2/pelvis/left_hip_yaw_joint, /h1_2/left_hip_yaw_link/left_hip_pitch_joint, /h1_2/left_hip_pitch_link/left_hip_roll_joint, /h1_2/left_hip_roll_link/left_knee_joint, /h1_2/left_knee_link/left_ankle_pitch_joint, /h1_2/left_ankle_pitch_link/left_ankle_roll_joint, /h1_2/pelvis/right_hip_yaw_joint, /h1_2/right_hip_yaw_link/right_hip_pitch_joint, /h1_2/right_hip_pitch_link/right_hip_roll_joint, /h1_2/right_hip_roll_link/right_knee_joint, /h1_2/right_knee_link/right_ankle_pitch_joint, /h1_2/right_ankle_pitch_link/right_ankle_roll_joint, /h1_2/pelvis/torso_joint, /h1_2/torso_link/left_shoulder_pitch_joint, /h1_2/left_shoulder_pitch_link/left_shoulder_roll_joint, /h1_2/left_shoulder_roll_link/left_shoulder_yaw_joint, /h1_2/left_shoulder_yaw_link/left_elbow_joint, /h1_2/left_elbow_link/left_wrist_roll_joint, /h1_2/torso_link/right_shoulder_pitch_joint, /h1_2/right_shoulder_pitch_link/right_shoulder_roll_joint, /h1_2/right_shoulder_roll_link/right_shoulder_yaw_joint, /h1_2/right_shoulder_yaw_link/right_elbow_joint, /h1_2/right_elbow_link/right_wrist_roll_joint
0.4299999792196667, -0.15877645923157105, -0.09532034377423887, -0.09335681171383098, -0.00709142948141979, 0.0, -0.42714540596156725, -0.9466730439999568, 0.22532682354120345, 0.7780710966646509, 0.2872901309640369, 0.0, -0.1774705586766347, -0.2434809704755776, 0.2179854625618322, 0.2697362376660086, 1.1135019113481615, 0.0, -0.20356659947940625, -0.12574364222333306, -0.5784699550589458, 1.1940450166033454, 0.0
0.4299999792196667, -0.1572297659017462, -0.09607620049471706, -0.09244238729295304, -0.015178916691436662, 0.0, -0.4275412780518461, -0.9514135676878835, 0.22486173518344899, 0.7786954707512593, 0.29062871543964075, 0.0, -0.1771001299961914, -0.23532907859158017, 0.216009634656844, 0.2727268488673254, 1.1205390090790326, 0.0, -0.20081309474763143, -0.12179590153593473, -0.5752349454024722, 1.1954912313281332, 0.0
0.4299999792196667, -0.15568307257192135, -0.09683205721519526, -0.09152796287207511, -0.023266403901453535, 0.0, -0.427937150142125, -0.9561540913758103, 0.22439664682569452, 0.7793198448378678, 0.2939672999152447, 0.0, -0.17672970131574814, -0.2271771867075828, 0.2140338067518558, 0.2757174600686422, 1.1275761068099037, 0.0, -0.19805959001585655, -0.11784816084853637, -0.5719999357459987, 1.1969374460529205, 0.0
0.4299999792196667, -0.1541363792420965, -0.09758791393567345, -0.09061353845119717, -0.03135389111147041, 0.0, -0.42833302223240377, -0.9608946150637372, 0.2239315584679401, 0.7799442189244762, 0.2973058843908485, 0.0, -0.17635927263530485, -0.2190252948235854, 0.21205797884686758, 0.2787080712699589, 1.1346132045407746, 0.0, -0.19530608528408178, -0.11390042016113801, -0.5687649260895252, 1.198383660777708, 0.0
0.4299999792196667, -0.15258968591227162, -0.09834377065615164, -0.08969911403031923, -0.03944137832148728, 0.0, -0.4287288943226827, -0.9656351387516641, 0.2234664701101857, 0.7805685930110846, 0.3006444688664524, 0.0, -0.17598884395486158, -0.21087340293958803, 0.21008215094187935, 0.28169868247127566, 1.1416503022716458, 0.0, -0.1925525805523069, -0.10995267947373966, -0.5655299164330517, 1.1998298755024956, 0.0
0.4299999792196667, -0.15104299258244677, -0.09909962737662983, -0.0887846896094413, -0.04752886553150415, 0.0, -0.42912476641296154, -0.970375662439591, 0.22300138175243123, 0.7811929670976931, 0.3039830533420563, 0.0, -0.1756184152744183, -0.20272151105559064, 0.20810632303689114, 0.2846892936725925, 1.148687400002517, 0.0, -0.18979907582053207, -0.1060049387863413, -0.5622949067765781, 1.2012760902272832, 0.0
0.4299999792196667, -0.1479532187543487, -0.10016959588951137, -0.08488427212844737, -0.05122791390471998, 0.0, -0.4292786765277194, -0.9776200703790139, 0.22737984386834884, 0.7745481844760852, 0.30526528740230197, 0.0, -0.17977207898267905, -0.19418756310767316, 0.20931104702505574, 0.29022417953495505, 1.157172178534747, 0.0, -0.1844031775078229, -0.1045661026154995, -0.5627939138630159, 1.2028394514514646, 0.0
0.4299999792196667, -0.1448634449262506, -0.10123956440239286, -0.08098385464745345, -0.0549269622779358, 0.0, -0.42943258664247724, -0.9848644783184367, 0.2317583059842665, 0.7679034018544775, 0.3065475214625476, 0.0, -0.1839257426909398, -0.18565361515975573, 0.21051577101322036, 0.29575906539731756, 1.1656569570669775, 0.0, -0.17900727919511364, -0.1031272664446577, -0.5632929209494535, 1.204402812675646, 0.0
0.4299999792196667, -0.14177367109815253, -0.10230953291527438, -0.07708343716645953, -0.05862601065115164, 0.0, -0.42958649675723515, -0.9921088862578596, 0.2361367681001841, 0.7612586192328699, 0.3078297555227933, 0.0, -0.1880794063992006, -0.17711966721183825, 0.21172049500138496, 0.30129395125968006, 1.1741417355992074, 0.0, -0.17361138088240444, -0.1016884302738159, -0.5637919280358913, 1.2059661738998275, 0.0
0.4299999792196667, -0.13868389727005445, -0.1033795014281559, -0.07318301968546559, -0.06232505902436746, 0.0, -0.429740406871993, -0.9993532941972827, 0.24051523021610172, 0.7546138366112619, 0.309111989583039, 0.0, -0.19223307010746132, -0.1685857192639208, 0.21292521898954955, 0.30682883712204256, 1.1826265141314378, 0.0, -0.1682154825696952, -0.10024959410297407, -0.564290935122329, 1.2075295351240087, 0.0
