/g1/pelvis/left_hip_yaw_joint, /g1/left_hip_yaw_link/left_hip_pitch_joint, /g1/left_hip_pitch_link/left_hip_roll_joint, /g1/left_hip_roll_link/left_knee_joint, /g1/left_knee_link/left_ankle_pitch_joint, /g1/left_ankle_pitch_link/left_ankle_roll_joint, /g1/pelvis/right_hip_yaw_joint, /g1/right_hip_yaw_link/right_hip_pitch_joint, /g1/right_hip_pitch_link/right_hip_roll_joint, /g1/right_hip_roll_link/right_knee_joint, /g1/right_knee_link/right_ankle_pitch_joint, /g1/right_ankle_pitch_link/right_ankle_roll_joint, /g1/pelvis/torso_joint, /g1/torso_link/left_shoulder_pitch_joint, /g1/left_shoulder_pitch_link/left_shoulder_roll_joint, /g1/left_shoulder_roll_link/left_shoulder_yaw_joint, /g1/left_shoulder_yaw_link/left_elbow_joint, /g1/left_elbow_link/left_wrist_roll_joint, /g1/torso_link/right_shoulder_pitch_joint, /g1/right_shoulder_pitch_link/right_shoulder_roll_joint, /g1/right_shoulder_roll_link/right_shoulder_yaw_joint, /g1/right_shoulder_yaw_link/right_elbow_joint, /g1/right_elbow_link/right_wrist_roll_joint
-0.049246501177549, 0.242903247475624, 0.599020779132843, 0.023544801399112, 0.164430916309357, 0.000000000000000, -0.071729451417923, -0.133422404527664, -0.378660887479782, -0.007180655840784, 0.218523025512695, 0.000000000000000, -0.013949265703559, -0.006143555045128, 0.104867793619633, -0.103205062448978, 0.608264744281769, 0.589422166347504, 1.323699831962585, 0.014322546310723, 0.297243058681488, 0.092854052782059, -0.022263130173087
-0.049453254789114, 0.242437452077866, 0.598630428314209, 0.025752170011401, 0.163390919566154, 0.000000000000000, -0.070870071649551, -0.134959951043129, -0.378617763519287, -0.004435155075043, 0.216667726635933, 0.000000000000000, -0.013677710667253, -0.006236345041543, 0.105053953826427, -0.101298712193966, 0.607443273067474, 0.589922428131104, 1.321882486343384, 0.014417944476008, 0.297239601612091, 0.093260511755943, -0.020415620878339
-0.050242252647877, 0.241982638835907, 0.597864985466003, 0.029865011572838, 0.161299556493759, 0.000000000000000, -0.070523075759411, -0.137387141585350, -0.378617435693741, 0.000597003672738, 0.213097885251045, 0.000000000000000, -0.013573451898992, -0.006310058292001, 0.105408854782581, -0.098040573298931, 0.606030046939850, 0.590869128704071, 1.318017840385437, 0.014605979435146, 0.297083020210266, 0.094041742384434, -0.016900958493352
-0.052044238895178, 0.241916164755821, 0.596722900867462, 0.035836968570948, 0.158089682459831, 0.000000000000000, -0.071295045316219, -0.140335693955421, -0.378674298524857, 0.008041787892580, 0.207903012633324, 0.000000000000000, -0.013926129788160, -0.006271105725318, 0.105939149856567, -0.093742281198502, 0.604123473167419, 0.592235147953033, 1.311698079109192, 0.014892004430294, 0.296595990657806, 0.095194838941097, -0.011721542105079
-0.055212274193764, 0.242421120405197, 0.595215857028961, 0.043790388852358, 0.153721958398819, 0.000000000000000, -0.073379546403885, -0.143677011132240, -0.378749221563339, 0.018259897828102, 0.201218083500862, 0.000000000000000, -0.014915826730430, -0.006144270766526, 0.106631793081760, -0.088617540895939, 0.601600110530853, 0.593974590301514, 1.302503824234009, 0.015272281132638, 0.295589804649353, 0.096698366105556, -0.004839069675654
-0.060002833604813, 0.243598073720932, 0.593359470367432, 0.053982757031918, 0.148154258728027, 0.000000000000000, -0.076933108270168, -0.147415235638618, -0.378772854804993, 0.031718373298645, 0.193193852901459, 0.000000000000000, -0.016751367598772, -0.005958677269518, 0.107443660497665, -0.082827195525169, 0.598216414451599, 0.596027553081512, 1.289973974227905, 0.015742907300591, 0.293853759765625, 0.098528951406479, 0.003859851509333
-0.066638819873333, 0.245480537414551, 0.591176211833954, 0.066734015941620, 0.141332209110260, 0.000000000000000, -0.082079440355301, -0.151556521654129, -0.378648042678833, 0.048991594463587, 0.184000208973885, 0.000000000000000, -0.019701113924384, -0.005778641905636, 0.108215481042862, -0.076588973402977, 0.593627870082855, 0.598310828208923, 1.273529410362244, 0.016299786046147, 0.291119992733002, 0.100656740367413, 0.014511896297336
-0.075128510594368, 0.248026087880135, 0.588659942150116, 0.082431912422180, 0.133185654878616, 0.000000000000000, -0.088886082172394, -0.156188458204269, -0.378210932016373, 0.070685453712940, 0.173798099160194, 0.000000000000000, -0.024109993129969, -0.005686925724149, 0.108565688133240, -0.070253998041153, 0.587525308132172, 0.600717842578888, 1.252407431602478, 0.016943691298366, 0.287031710147858, 0.103050544857979, 0.027264399453998
-0.085285365581512, 0.251086801290512, 0.585747241973877, 0.101506583392620, 0.123643316328526, 0.000000000000000, -0.097694180905819, -0.161572039127350, -0.377215445041656, 0.097229242324829, 0.162705317139626, 0.000000000000000, -0.030390566214919, -0.005769792944193, 0.107882678508759, -0.064507327973843, 0.579669535160065, 0.603102624416351, 1.225640177726746, 0.017674800008535, 0.281130909919739, 0.105663567781448, 0.042098153382540
-0.097250640392303, 0.254448682069778, 0.582358121871948, 0.124204523861408, 0.112596295773983, 0.000000000000000, -0.109149768948555, -0.168170914053917, -0.375322222709656, 0.128812313079834, 0.150795236229897, 0.000000000000000, -0.038802664726973, -0.006213944405317, 0.105454854667187, -0.060259640216827, 0.569776117801666, 0.605268776416779, 1.192265033721924, 0.018484881147742, 0.272948354482651, 0.108424693346024, 0.058681346476078
