/g1/pelvis/left_hip_yaw_joint, /g1/left_hip_yaw_link/left_hip_pitch_joint, /g1/left_hip_pitch_link/left_hip_roll_joint, /g1/left_hip_roll_link/left_knee_joint, /g1/left_knee_link/left_ankle_pitch_joint, /g1/left_ankle_pitch_link/left_ankle_roll_joint, /g1/pelvis/right_hip_yaw_joint, /g1/right_hip_yaw_link/right_hip_pitch_joint, /g1/right_hip_pitch_link/right_hip_roll_joint, /g1/right_hip_roll_link/right_knee_joint, /g1/right_knee_link/right_ankle_pitch_joint, /g1/right_ankle_pitch_link/right_ankle_roll_joint, /g1/pelvis/torso_joint, /g1/torso_link/left_shoulder_pitch_joint, /g1/left_shoulder_pitch_link/left_shoulder_roll_joint, /g1/left_shoulder_roll_link/left_shoulder_yaw_joint, /g1/left_shoulder_yaw_link/left_elbow_joint, /g1/left_elbow_link/left_wrist_roll_joint, /g1/torso_link/right_shoulder_pitch_joint, /g1/right_shoulder_pitch_link/right_shoulder_roll_joint, /g1/right_shoulder_roll_link/right_shoulder_yaw_joint, /g1/right_shoulder_yaw_link/right_elbow_joint, /g1/right_elbow_link/right_wrist_roll_joint
-0.330047041177750, 0.223978593945503, 0.219283312559128, 0.311513543128967, -0.164313137531281, 0.000000000000000, -0.289061665534973, 0.000115903014375, -0.158763796091080, 0.291383981704712, -0.101269997656345, 0.000000000000000, -0.019364945590496, -0.026564171537757, 0.135679662227631, 0.041328057646751, 0.720047116279602, 0.592501938343048, 1.066376328468323, 0.085375957190990, 0.279316216707230, 0.173932343721390, 0.115807183086872
-0.333646953105927, 0.225102499127388, 0.217769876122475, 0.312659263610840, -0.163430124521255, 0.000000000000000, -0.290935218334198, 0.001020931173116, -0.160328924655914, 0.292547196149826, -0.099467419087887, 0.000000000000000, -0.019357001408935, -0.026799278333783, 0.135893613100052, 0.040799960494041, 0.716972589492798, 0.590366005897522, 1.064854621887207, 0.084936119616032, 0.278854995965958, 0.173125714063644, 0.115502893924713
-0.340274930000305, 0.226942971348763, 0.214933693408966, 0.315008580684662, -0.161661177873611, 0.000000000000000, -0.294552385807037, 0.002484620083123, -0.163265839219093, 0.294809728860855, -0.096137158572674, 0.000000000000000, -0.019260024651885, -0.026990186423063, 0.136120900511742, 0.039778951555490, 0.711355030536652, 0.586282968521118, 1.061846852302551, 0.084106147289276, 0.277944743633270, 0.171603128314018, 0.114833235740662
-0.349660307168961, 0.229136765003204, 0.210897997021675, 0.318622857332230, -0.158889696002007, 0.000000000000000, -0.299966573715210, 0.004193037748337, -0.167461246252060, 0.298131257295609, -0.091487802565098, 0.000000000000000, -0.018909430131316, -0.026913218200207, 0.136358633637428, 0.038129121065140, 0.703453838825226, 0.580260097980499, 1.057247281074524, 0.082900576293468, 0.276544272899628, 0.169381394982338, 0.113503098487854
-0.361706912517548, 0.231423348188400, 0.205779641866684, 0.323468983173370, -0.154990464448929, 0.000000000000000, -0.307348906993866, 0.005922082811594, -0.172814354300499, 0.302389264106750, -0.085737720131874, 0.000000000000000, -0.018119854852557, -0.026459971442819, 0.136731922626495, 0.035650689154863, 0.693295478820801, 0.572246015071869, 1.050969719886780, 0.081318862736225, 0.274611622095108, 0.166441559791565, 0.111162148416042
-0.376500368118286, 0.233719319105148, 0.199652537703514, 0.329477459192276, -0.149852842092514, 0.000000000000000, -0.316876202821732, 0.007437211927027, -0.179218500852585, 0.307463079690933, -0.079075433313847, 0.000000000000000, -0.016697946935892, -0.025597568601370, 0.137351214885712, 0.032131213694811, 0.680696249008179, 0.562134027481079, 1.042953610420227, 0.079346686601639, 0.272109419107437, 0.162732973694801, 0.107491582632065
-0.394206285476685, 0.235873982310295, 0.192602202296257, 0.336628228425980, -0.143369510769844, 0.000000000000000, -0.328702300786972, 0.008578690700233, -0.186587274074554, 0.313285320997238, -0.071649298071861, 0.000000000000000, -0.014427896589041, -0.024335661903024, 0.138265550136566, 0.027324805036187, 0.665330588817596, 0.549775540828705, 1.033144354820251, 0.076962940394878, 0.268998652696609, 0.158185780048370, 0.102193742990494
-0.415017843246460, 0.237713664770126, 0.184712737798691, 0.344929248094559, -0.135455444455147, 0.000000000000000, -0.342911452054977, 0.009164093993604, -0.194827660918236, 0.319843113422394, -0.063527420163155, 0.000000000000000, -0.011092017404735, -0.022699430584908, 0.139619782567024, 0.020915124565363, 0.646835088729858, 0.535000562667847, 1.021505713462830, 0.074145630002022, 0.265247106552124, 0.152724355459213, 0.094934187829494
-0.439051687717438, 0.239015698432922, 0.176076501607895, 0.354395985603333, -0.126052975654602, 0.000000000000000, -0.359566181898117, 0.008986281231046, -0.203841418027878, 0.327102750539780, -0.054710686206818, 0.000000000000000, -0.006489850580692, -0.020642453804612, 0.141680121421814, 0.012637543492019, 0.624937653541565, 0.517675578594208, 1.008090376853943, 0.070882968604565, 0.260866612195969, 0.146297872066498, 0.085444606840611
-0.466329783201218, 0.239492043852806, 0.166806623339653, 0.365001201629639, -0.115108661353588, 0.000000000000000, -0.378711938858032, 0.007870946079493, -0.213542699813843, 0.334953576326370, -0.045173961669207, 0.000000000000000, -0.000412738299929, -0.018084887415171, 0.144752755761147, 0.002393480855972, 0.599536061286926, 0.497750699520111, 0.993073344230652, 0.067182205617428, 0.255931854248047, 0.138903334736824, 0.073579289019108
