/g1/pelvis/left_hip_yaw_joint, /g1/left_hip_yaw_link/left_hip_pitch_joint, /g1/left_hip_pitch_link/left_hip_roll_joint, /g1/left_hip_roll_link/left_knee_joint, /g1/left_knee_link/left_ankle_pitch_joint, /g1/left_ankle_pitch_link/left_ankle_roll_joint, /g1/pelvis/right_hip_yaw_joint, /g1/right_hip_yaw_link/right_hip_pitch_joint, /g1/right_hip_pitch_link/right_hip_roll_joint, /g1/right_hip_roll_link/right_knee_joint, /g1/right_knee_link/right_ankle_pitch_joint, /g1/right_ankle_pitch_link/right_ankle_roll_joint, /g1/pelvis/torso_joint, /g1/torso_link/left_shoulder_pitch_joint, /g1/left_shoulder_pitch_link/left_shoulder_roll_joint, /g1/left_shoulder_roll_link/left_shoulder_yaw_joint, /g1/left_shoulder_yaw_link/left_elbow_joint, /g1/left_elbow_link/left_wrist_roll_joint, /g1/torso_link/right_shoulder_pitch_joint, /g1/right_shoulder_pitch_link/right_shoulder_roll_joint, /g1/right_shoulder_roll_link/right_shoulder_yaw_joint, /g1/right_shoulder_yaw_link/right_elbow_joint, /g1/right_elbow_link/right_wrist_roll_joint
-0.119803838431835, 0.044021379202604, 0.353682070970535, 0.001551112509333, 0.081745006144047, 0.000000000000000, -0.248667791485786, 0.024332473054528, -0.178964197635651, 0.358701676130295, 0.058368694037199, 0.000000000000000, 0.091282650828362, 0.026882851496339, 0.403399020433426, -0.073881015181541, 0.404649704694748, 0.175523415207863, 0.851020872592926, 0.013160187751055, 0.270699888467789, 0.041292857378721, -0.117536067962646
-0.119996473193169, 0.042384751141071, 0.353415906429291, 0.002085808431730, 0.080742366611958, 0.000000000000000, -0.250752538442612, 0.022846395149827, -0.178279578685760, 0.363432794809341, 0.058330513536930, 0.000000000000000, 0.091153077781200, 0.027394644916058, 0.406564503908157, -0.075089201331139, 0.395430415868759, 0.171803355216980, 0.850541770458221, 0.012498040683568, 0.270442456007004, 0.039888564497232, -0.118397355079651
-0.120139442384243, 0.039481289684772, 0.352853029966354, 0.003167311195284, 0.078859433531761, 0.000000000000000, -0.254637151956558, 0.020281581208110, -0.177045807242393, 0.372659772634506, 0.058337118476629, 0.000000000000000, 0.090760163962841, 0.028190026059747, 0.411823093891144, -0.077288746833801, 0.379243105649948, 0.165128722786903, 0.849541783332825, 0.011314375326037, 0.269940823316574, 0.037376936525106, -0.119835771620274
-0.120158955454826, 0.035593125969172, 0.351952105760574, 0.004782919306308, 0.076199747622013, 0.000000000000000, -0.260348260402679, 0.016946759074926, -0.175362437963486, 0.386346578598022, 0.058495417237282, 0.000000000000000, 0.090000264346600, 0.028972573578358, 0.418036133050919, -0.080280803143978, 0.358586966991425, 0.156318411231041, 0.847935080528259, 0.009762273170054, 0.269192904233932, 0.034079954028130, -0.121643513441086
-0.120123080909252, 0.031035121530294, 0.350679010152817, 0.006863612681627, 0.072901464998722, 0.000000000000000, -0.268013358116150, 0.012980679981411, -0.173275381326675, 0.404342740774155, 0.058931101113558, 0.000000000000000, 0.088815964758396, 0.029482932761312, 0.424310356378555, -0.083899244666100, 0.335945993661880, 0.146220326423645, 0.845664143562317, 0.008000319823623, 0.268199712038040, 0.030330153182149, -0.123685710132122
-0.120136946439743, 0.026054138317704, 0.349018275737762, 0.009333870373666, 0.069118946790695, 0.000000000000000, -0.277859151363373, 0.008394908159971, -0.170790448784828, 0.426403254270554, 0.059771813452244, 0.000000000000000, 0.087175898253918, 0.029614880681038, 0.430184334516525, -0.088087372481823, 0.313172638416290, 0.135498374700546, 0.842697381973267, 0.006152544636279, 0.266959726810455, 0.026386365294456, -0.125913113355637
-0.120380744338036, 0.020837770774961, 0.346982061862946, 0.012084346264601, 0.064990311861038, 0.000000000000000, -0.290318369865417, 0.003140037646517, -0.167905271053314, 0.452140092849731, 0.061114586889744, 0.000000000000000, 0.085074655711651, 0.029391655698419, 0.435469448566437, -0.092864349484444, 0.291475713253021, 0.124621540307999, 0.839022278785706, 0.004306111484766, 0.265470743179321, 0.022429687902331, -0.128330826759338
-0.121107421815395, 0.015605297870934, 0.344602406024933, 0.014943875372410, 0.060570362955332, 0.000000000000000, -0.305958122014999, -0.002916117664427, -0.164602845907211, 0.481025278568268, 0.062991291284561, 0.000000000000000, 0.082545772194862, 0.028890747576952, 0.440078437328339, -0.098242126405239, 0.271658122539520, 0.113938860595226, 0.834654867649078, 0.002524947281927, 0.263738304376602, 0.018593210726976, -0.130949512124062
-0.122321143746376, 0.010664158500731, 0.341905564069748, 0.017775105312467, 0.055748321115971, 0.000000000000000, -0.324956625699997, -0.010094318538904, -0.160799533128738, 0.512505292892456, 0.065334759652615, 0.000000000000000, 0.079676344990730, 0.028210442513227, 0.444052606821060, -0.104135937988758, 0.254299372434616, 0.103735931217670, 0.829678416252136, 0.000859686522745, 0.261794686317444, 0.014983798377216, -0.133719027042389
-0.123405650258064, 0.006224724464118, 0.338912785053253, 0.020658217370510, 0.050305176526308, 0.000000000000000, -0.346594780683517, -0.018748531118035, -0.156408786773682, 0.546028435230255, 0.067926898598671, 0.000000000000000, 0.076644770801067, 0.027448659762740, 0.447590827941895, -0.110306993126869, 0.239806085824966, 0.094247467815876, 0.824274659156799, -0.000650056463201, 0.259713828563690, 0.011686949059367, -0.136555865406990
