/g1/pelvis/left_hip_yaw_joint, /g1/left_hip_yaw_link/left_hip_pitch_joint, /g1/left_hip_pitch_link/left_hip_roll_joint, /g1/left_hip_roll_link/left_knee_joint, /g1/left_knee_link/left_ankle_pitch_joint, /g1/left_ankle_pitch_link/left_ankle_roll_joint, /g1/pelvis/right_hip_yaw_joint, /g1/right_hip_yaw_link/right_hip_pitch_joint, /g1/right_hip_pitch_link/right_hip_roll_joint, /g1/right_hip_roll_link/right_knee_joint, /g1/right_knee_link/right_ankle_pitch_joint, /g1/right_ankle_pitch_link/right_ankle_roll_joint, /g1/pelvis/torso_joint, /g1/torso_link/left_shoulder_pitch_joint, /g1/left_shoulder_pitch_link/left_shoulder_roll_joint, /g1/left_shoulder_roll_link/left_shoulder_yaw_joint, /g1/left_shoulder_yaw_link/left_elbow_joint, /g1/left_elbow_link/left_wrist_roll_joint, /g1/torso_link/right_shoulder_pitch_joint, /g1/right_shoulder_pitch_link/right_shoulder_roll_joint, /g1/right_shoulder_roll_link/right_shoulder_yaw_joint, /g1/right_shoulder_yaw_link/right_elbow_joint, /g1/right_elbow_link/right_wrist_roll_joint
0.008236155845225, 0.113128907978535, 0.149960815906525, 0.122201040387154, -0.147228315472603, 0.000000000000000, 0.038751672953367, 0.021789886057377, -0.048988614231348, 0.068804040551186, -0.042087186127901, 0.000000000000000, -0.062214717268944, 0.017915563657880, 0.186481922864914, 0.329345196485519, 0.489783853292465, 0.383081376552582, 0.544980287551880, 0.014062236063182, 0.229317188262939, 0.089249253273010, 0.290059983730316
0.006649015005678, 0.114063858985901, 0.149793624877930, 0.123068004846573, -0.147333949804306, 0.000000000000000, 0.037103597074747, 0.022475974634290, -0.049257814884186, 0.069611415266991, -0.042283762246370, 0.000000000000000, -0.062062367796898, 0.018084498122334, 0.186843737959862, 0.328649878501892, 0.488229870796204, 0.381841868162155, 0.544797718524933, 0.013988295570016, 0.229222819209099, 0.088938161730766, 0.289209991693497
0.003504825523123, 0.115719385445118, 0.149496659636497, 0.124714389443398, -0.147535115480423, 0.000000000000000, 0.033835060894489, 0.023873496800661, -0.049786370247602, 0.071109563112259, -0.042731035500765, 0.000000000000000, -0.061771728098392, 0.018388241529465, 0.187544047832489, 0.327306151390076, 0.485179007053375, 0.379423797130585, 0.544454276561737, 0.013842581771314, 0.229044169187546, 0.088330388069153, 0.287574321031570
-0.001157565042377, 0.117997951805592, 0.149089500308037, 0.127147465944290, -0.147803366184235, 0.000000000000000, 0.028880899772048, 0.026023531332612, -0.050576340407133, 0.073213003575802, -0.043525673449039, 0.000000000000000, -0.061343669891357, 0.018789978697896, 0.188607394695282, 0.325315177440643, 0.480550348758698, 0.375793248414993, 0.543967902660370, 0.013620230369270, 0.228788346052170, 0.087415635585785, 0.285163491964340
-0.007389159873128, 0.120768085122108, 0.148603558540344, 0.130332008004189, -0.148061633110046, 0.000000000000000, 0.022149119526148, 0.028932448476553, -0.051622912287712, 0.075786441564560, -0.044784128665924, 0.000000000000000, -0.060763485729694, 0.019241269677877, 0.190063878893852, 0.322685331106186, 0.474241375923157, 0.370910584926605, 0.543364524841309, 0.013314906507730, 0.228465840220451, 0.086181506514549, 0.281989097595215
-0.015321648679674, 0.123878493905067, 0.148078560829163, 0.134191170334816, -0.148224338889122, 0.000000000000000, 0.013598864898086, 0.032532140612602, -0.052908804267645, 0.078691393136978, -0.046606268733740, 0.000000000000000, -0.059991601854563, 0.019694287329912, 0.191934943199158, 0.319432616233826, 0.466147214174271, 0.364735901355743, 0.542673230171204, 0.012919682078063, 0.228088617324829, 0.084615007042885, 0.278057783842087
-0.025031486526132, 0.127091109752655, 0.147570252418518, 0.138655573129654, -0.148240640759468, 0.000000000000000, 0.003365744370967, 0.036596629768610, -0.054389927536249, 0.081839635968208, -0.049053050577641, 0.000000000000000, -0.058937240391970, 0.020115414634347, 0.194247558712959, 0.315588027238846, 0.456178516149521, 0.357238531112671, 0.541925966739655, 0.012428112328053, 0.227670475840569, 0.082705475389957, 0.273356318473816
-0.036540240049362, 0.130028039216995, 0.147158578038216, 0.143653407692909, -0.148095801472664, 0.000000000000000, -0.008178660646081, 0.040731348097324, -0.055990986526012, 0.085212908685207, -0.052147820591927, 0.000000000000000, -0.057442542165518, 0.020501270890236, 0.197041735053062, 0.311206102371216, 0.444281011819839, 0.348408609628677, 0.541156768798828, 0.011835525743663, 0.227227360010147, 0.080447904765606, 0.267843693494797
-0.049868308007717, 0.132252097129822, 0.146933332085609, 0.149054527282715, -0.147793397307396, 0.000000000000000, -0.020457912236452, 0.044498901814222, -0.057624436914921, 0.088865056633949, -0.055858198553324, 0.000000000000000, -0.055315472185612, 0.020884901285172, 0.200368314981461, 0.306356579065323, 0.430459320545197, 0.338265150785446, 0.540394663810730, 0.011140088550746, 0.226774305105209, 0.077845357358456, 0.261463731527328
-0.065169259905815, 0.133325532078743, 0.146983355283737, 0.154550626873970, -0.147348761558533, 0.000000000000000, -0.033081982284784, 0.047514613717794, -0.059210937470198, 0.092775918543339, -0.060062211006880, 0.000000000000000, -0.052421163767576, 0.021304322406650, 0.204273402690887, 0.301094055175781, 0.414789617061615, 0.326854139566422, 0.539650559425354, 0.010342701338232, 0.226319283246994, 0.074907913804054, 0.254187136888504
