type,timestamp,imu_quat,imu_gyro,imu_accel,imu_rpy,foot_force
StateB,1106,"[0.904778,-0.009545,0.012626,0.425589]","[0.003200,0.001053,0.007431]","[-0.093374,-0.050278,9.746795]",not_valid,not_valid
StateB,2610,"[0.904779,-0.009539,0.012628,0.425588]","[0.008547,0.006358,0.005231]","[-0.624887,-0.079009,9.868899]",not_valid,not_valid
StateB,4055,"[0.904790,-0.009540,0.012626,0.425565]","[0.002122,-0.002139,-0.015798]","[-0.639252,-0.071826,9.847352]",not_valid,not_valid
StateB,5628,"[0.904784,-0.009551,0.012619,0.425578]","[-0.012762,0.005376,-0.015579]","[-0.624887,-0.028730,9.739613]",not_valid,not_valid
StateB,7686,"[0.904797,-0.009550,0.012613,0.425549]","[-0.002135,-0.001057,-0.007804]","[-0.459687,-0.122104,9.739613]",not_valid,not_valid
StateB,9636,"[0.904795,-0.009552,0.012619,0.425553]","[0.010747,0.024460,-0.003543]","[-0.459687,-0.071826,9.797073]",not_valid,not_valid
StateB,11789,"[0.904784,-0.009547,0.012619,0.425577]","[-0.003196,0.000012,0.023975]","[-0.409408,-0.172383,9.746795]",not_valid,not_valid
StateB,13788,"[0.904786,-0.009542,0.012626,0.425571]","[0.011755,0.009542,0.003354]","[-0.100556,-0.064643,9.904813]",not_valid,not_valid
StateB,15772,"[0.904785,-0.009544,0.012617,0.425574]","[-0.012816,-0.008472,0.006535]","[-0.366313,-0.064643,9.789890]",not_valid,not_valid
StateB,17772,"[0.904777,-0.009530,0.012632,0.425592]","[0.008543,0.005293,0.012194]","[-0.272939,0.007183,9.818622]",not_valid,not_valid
StateB,19807,"[0.904788,-0.009537,0.012628,0.425568]","[-0.013774,0.019228,0.001337]","[-0.308852,-0.035913,9.797073]",not_valid,not_valid
StateB,21669,"[0.904784,-0.009538,0.012616,0.425578]","[-0.007502,-0.011689,0.001100]","[-0.158017,-0.107739,9.761160]",not_valid,not_valid
StateB,23943,"[0.904787,-0.009539,0.012620,0.425570]","[0.004307,0.011701,-0.003161]","[-0.165200,-0.122104,9.768343]",not_valid,not_valid
StateB,25689,"[0.904780,-0.009542,0.012627,0.425585]","[-0.011668,0.012829,-0.002372]","[-0.251391,0.093374,9.725247]",not_valid,not_valid
StateB,27860,"[0.904785,-0.009539,0.012624,0.425574]","[-0.009554,0.008559,-0.002220]","[-0.416591,-0.028730,9.840169]",not_valid,not_valid
StateB,29718,"[0.904783,-0.009533,0.012620,0.425579]","[0.014893,-0.005384,-0.003353]","[-0.416591,-0.021548,9.689334]",not_valid,not_valid
StateB,31507,"[0.904780,-0.009542,0.012621,0.425586]","[-0.009533,0.013886,0.016888]","[-0.423774,-0.079009,9.789890]",not_valid,not_valid
StateB,33561,"[0.904775,-0.009544,0.012628,0.425596]","[-0.001007,0.014918,-0.008274]","[-0.323217,-0.172383,9.840169]",not_valid,not_valid
StateB,35522,"[0.904779,-0.009537,0.012619,0.425588]","[0.004228,-0.008539,0.012091]","[-0.373495,-0.057461,9.746795]",not_valid,not_valid
StateB,37501,"[0.904782,-0.009542,0.012630,0.425581]","[-0.004158,0.026648,-0.003888]","[-0.409408,-0.114922,9.775525]",not_valid,not_valid
StateB,39537,"[0.904784,-0.009551,0.012628,0.425577]","[-0.010669,-0.004220,-0.001405]","[-0.294487,0.035913,9.818622]",not_valid,not_valid
StateB,41492,"[0.904791,-0.009544,0.012623,0.425562]","[-0.014901,0.003253,-0.011077]","[-0.409408,-0.071826,9.825804]",not_valid,not_valid
StateB,43742,"[0.904793,-0.009538,0.012626,0.425558]","[0.009608,0.005289,0.008172]","[-0.395043,-0.100556,9.746795]",not_valid,not_valid
StateB,45548,"[0.904793,-0.009540,0.012624,0.425557]","[-0.001028,0.009591,-0.018994]","[-0.373495,-0.114922,9.797073]",not_valid,not_valid
StateB,47506,"[0.904804,-0.009553,0.012630,0.425535]","[-0.016995,0.012848,-0.011485]","[-0.136469,-0.043096,9.811439]",not_valid,not_valid
StateB,49476,"[0.904800,-0.009548,0.012622,0.425542]","[0.003212,0.004249,-0.002138]","[-0.086191,-0.043096,9.919178]",not_valid,not_valid
StateB,51615,"[0.904798,-0.009536,0.012621,0.425546]","[-0.002114,0.004269,0.006310]","[-0.043096,-0.150835,9.789890]",not_valid,not_valid
StateB,53625,"[0.904796,-0.009547,0.012633,0.425551]","[0.010751,0.025525,-0.000081]","[0.035913,-0.086191,9.840169]",not_valid,not_valid
StateB,55735,"[0.904788,-0.009534,0.012634,0.425567]","[0.001061,-0.001069,-0.000330]","[0.007183,-0.071826,9.775525]",not_valid,not_valid
StateB,57601,"[0.904801,-0.009541,0.012643,0.425540]","[-0.005252,0.019195,-0.013679]","[0.028730,-0.007183,9.876082]",not_valid,not_valid
StateB,59691,"[0.904797,-0.009536,0.012634,0.425549]","[0.010640,-0.003237,0.002026]","[-0.675165,-0.043096,9.804255]",not_valid,not_valid
StateB,61634,"[0.904802,-0.009539,0.012635,0.425538]","[-0.007412,0.011747,-0.000292]","[-0.624887,-0.071826,9.732430]",not_valid,not_valid
StateB,63708,"[0.904798,-0.009532,0.012648,0.425546]","[0.009600,0.003159,-0.007958]","[-0.624887,-0.079009,9.674969]",not_valid,not_valid
StateB,65632,"[0.904800,-0.009534,0.012645,0.425543]","[-0.017044,0.000066,0.002709]","[-0.689530,-0.086191,9.739613]",not_valid,not_valid
StateB,67696,"[0.904813,-0.009531,0.012659,0.425514]","[0.016069,0.023374,-0.000257]","[-0.653617,-0.193930,9.789890]",not_valid,not_valid
StateB,69626,"[0.904806,-0.009540,0.012656,0.425529]","[-0.013840,0.002184,0.000399]","[-0.768539,-0.129287,9.811439]",not_valid,not_valid
StateB,71611,"[0.904809,-0.009550,0.012654,0.425522]","[-0.004220,0.010669,-0.005992]","[-0.071826,-0.122104,9.761160]",not_valid,not_valid
StateB,73582,"[0.904803,-0.009548,0.012654,0.425535]","[0.006408,0.004236,0.003843]","[-0.129287,-0.014365,9.797073]",not_valid,not_valid
StateB,75691,"[0.904808,-0.009550,0.012647,0.425526]","[-0.010636,0.004302,0.001241]","[-0.229843,-0.086191,9.804255]",not_valid,not_valid
StateB,77790,"[0.904805,-0.009553,0.012660,0.425530]","[0.007543,0.022342,0.009819]","[-0.186748,-0.086191,9.854534]",not_valid,not_valid
StateB,79843,"[0.904799,-0.009554,0.012660,0.425544]","[-0.001028,0.009591,0.005599]","[-0.222661,-0.165200,9.775525]",not_valid,not_valid
StateB,81623,"[0.904798,-0.009553,0.012666,0.425545]","[-0.004187,0.019191,0.009245]","[-0.258574,-0.021548,9.782708]",not_valid,not_valid
