type,timestamp,imu_quat,imu_gyro,imu_accel,imu_rpy,foot_force
StateB,772,"[0.966088,-0.008633,0.015270,0.257615]","[0.005341,0.004243,-0.012070]","[0.007183,-0.179565,9.703699]",not_valid,not_valid
StateB,1691,"[0.966092,-0.008623,0.015269,0.257601]","[-0.001015,0.014917,-0.000346]","[-0.079009,-0.122104,9.811439]",not_valid,not_valid
StateB,3991,"[0.966089,-0.008627,0.015268,0.257612]","[0.003207,0.003185,0.008177]","[-0.143652,-0.193930,9.890448]",not_valid,not_valid
StateB,5169,"[0.966086,-0.008630,0.015271,0.257623]","[-0.005316,0.003214,0.009197]","[-0.344765,-0.136469,9.718064]",not_valid,not_valid
StateB,7313,"[0.966087,-0.008641,0.015267,0.257619]","[-0.007475,-0.005301,-0.003721]","[-0.237026,-0.057461,9.825804]",not_valid,not_valid
StateB,9241,"[0.966085,-0.008632,0.015271,0.257626]","[0.012805,0.006348,-0.008342]","[-0.251391,-0.057461,9.789890]",not_valid,not_valid
StateB,11339,"[0.966082,-0.008635,0.015258,0.257638]","[-0.005374,-0.013830,0.005934]","[-0.215478,-0.107739,9.811439]",not_valid,not_valid
StateB,13298,"[0.966095,-0.008638,0.015254,0.257592]","[-0.010627,0.007493,-0.024993]","[-0.272939,-0.050278,9.696517]",not_valid,not_valid
StateB,15376,"[0.966092,-0.008646,0.015247,0.257602]","[0.002134,0.001058,0.004835]","[-0.366313,-0.057461,9.761160]",not_valid,not_valid
StateB,17212,"[0.966092,-0.008643,0.015256,0.257602]","[0.003235,0.011707,0.005900]","[-0.344765,-0.071826,9.775525]",not_valid,not_valid
StateB,19281,"[0.966088,-0.008637,0.015256,0.257618]","[-0.001047,0.005330,0.001446]","[-0.373495,-0.165200,9.746795]",not_valid,not_valid
StateB,21127,"[0.966092,-0.008642,0.015242,0.257602]","[-0.013845,0.001112,0.005358]","[-0.596156,-0.193930,9.832987]",not_valid,not_valid
StateB,23330,"[0.966093,-0.008643,0.015258,0.257599]","[-0.003142,0.015990,-0.007675]","[-0.524330,-0.057461,9.847352]",not_valid,not_valid
StateB,25247,"[0.966091,-0.008639,0.015257,0.257604]","[-0.005286,0.011736,0.000498]","[-0.387861,-0.107739,9.746795]",not_valid,not_valid
StateB,27391,"[0.966095,-0.008639,0.015266,0.257592]","[0.006435,0.012762,-0.001427]","[-0.495600,-0.193930,9.753978]",not_valid,not_valid
StateB,29300,"[0.966094,-0.008649,0.015260,0.257593]","[-0.008508,0.004290,-0.017644]","[-0.366313,-0.136469,9.789890]",not_valid,not_valid
StateB,31375,"[0.966089,-0.008636,0.015254,0.257615]","[0.004232,-0.008537,0.032720]","[-0.251391,-0.050278,9.739613]",not_valid,not_valid
StateB,33184,"[0.966089,-0.008632,0.015250,0.257612]","[-0.009558,0.008555,-0.009890]","[-0.229843,-0.050278,9.639056]",not_valid,not_valid
StateB,35236,"[0.966092,-0.008624,0.015247,0.257603]","[0.008511,-0.003225,-0.000548]","[-0.545878,-0.043096,9.782708]",not_valid,not_valid
StateB,37193,"[0.966092,-0.008630,0.015247,0.257602]","[-0.007432,0.007482,-0.004750]","[-0.423774,0.007183,9.768343]",not_valid,not_valid
StateB,39250,"[0.966094,-0.008629,0.015251,0.257597]","[-0.002113,0.005333,-0.002691]","[-0.301669,-0.007183,9.868899]",not_valid,not_valid
StateB,41307,"[0.966097,-0.008619,0.015253,0.257583]","[0.004297,0.010638,-0.022932]","[-0.416591,0.000000,9.868899]",not_valid,not_valid
StateB,43237,"[0.966102,-0.008615,0.015248,0.257567]","[-0.004240,0.006406,0.003142]","[-0.222661,-0.100556,9.804255]",not_valid,not_valid
StateB,45205,"[0.966101,-0.008609,0.015250,0.257571]","[0.005326,-0.000018,-0.025355]","[-0.150835,-0.100556,9.703699]",not_valid,not_valid
StateB,47236,"[0.966102,-0.008598,0.015256,0.257567]","[0.012801,0.005283,0.010731]","[-0.351948,-0.172383,9.653421]",not_valid,not_valid
StateB,49208,"[0.966100,-0.008598,0.015246,0.257573]","[-0.014921,-0.002080,0.008600]","[-0.409408,-0.208296,9.603143]",not_valid,not_valid
StateB,51253,"[0.966100,-0.008602,0.015243,0.257576]","[0.001022,-0.012787,-0.000476]","[-0.409408,-0.165200,9.646238]",not_valid,not_valid
StateB,53141,"[0.966103,-0.008595,0.015237,0.257564]","[0.011714,-0.001105,-0.001830]","[-0.280122,-0.150835,9.775525]",not_valid,not_valid
StateB,55343,"[0.966101,-0.008589,0.015245,0.257570]","[0.001123,0.017041,0.004186]","[-0.452504,-0.057461,9.789890]",not_valid,not_valid
StateB,57255,"[0.966100,-0.008589,0.015231,0.257575]","[-0.017087,-0.012726,-0.000230]","[-0.316035,-0.064643,9.811439]",not_valid,not_valid
StateB,59381,"[0.966101,-0.008592,0.015237,0.257573]","[0.003235,0.011707,-0.015192]","[-0.387861,-0.114922,9.804255]",not_valid,not_valid
StateB,61357,"[0.966102,-0.008586,0.015235,0.257567]","[-0.004240,0.006406,0.020044]","[-0.251391,0.000000,9.768343]",not_valid,not_valid
StateB,63283,"[0.966103,-0.008594,0.015237,0.257564]","[-0.017037,0.002188,0.001441]","[-0.359130,-0.122104,9.804255]",not_valid,not_valid
StateB,65304,"[0.966103,-0.008595,0.015226,0.257565]","[0.007446,-0.003221,0.003572]","[-0.093374,-0.093374,9.739613]",not_valid,not_valid
